Date,y,x1,x2,x3,x4,x5
2011-08-19,2534.35791,2559.471924,2601.260986,2608.166016,2626.77002,2593.173096
2011-08-22,2515.863037,2534.35791,2559.471924,2601.260986,2608.166016,2626.77002
2011-08-23,2554.019043,2515.863037,2534.35791,2559.471924,2601.260986,2608.166016
2011-08-24,2541.091064,2554.019043,2515.863037,2534.35791,2559.471924,2601.260986
2011-08-25,2615.260986,2541.091064,2554.019043,2515.863037,2534.35791,2559.471924
2011-08-26,2612.187988,2615.260986,2541.091064,2554.019043,2515.863037,2534.35791
2011-08-29,2576.413086,2612.187988,2615.260986,2541.091064,2554.019043,2515.863037
2011-08-30,2566.594971,2576.413086,2612.187988,2615.260986,2541.091064,2554.019043
2011-08-31,2567.340088,2566.594971,2576.413086,2612.187988,2615.260986,2541.091064
2011-09-01,2556.041992,2567.340088,2566.594971,2576.413086,2612.187988,2615.260986
2011-09-02,2528.280029,2556.041992,2567.340088,2566.594971,2576.413086,2612.187988
2011-09-05,2478.739014,2528.280029,2556.041992,2567.340088,2566.594971,2576.413086
2011-09-06,2470.523926,2478.739014,2528.280029,2556.041992,2567.340088,2566.594971
2011-09-07,2516.090088,2470.523926,2478.739014,2528.280029,2556.041992,2567.340088
2011-09-08,2498.943115,2516.090088,2470.523926,2478.739014,2528.280029,2556.041992
2011-09-09,2497.75293,2498.943115,2516.090088,2470.523926,2478.739014,2528.280029
2011-09-13,2471.304932,2497.75293,2498.943115,2516.090088,2470.523926,2478.739014
2011-09-14,2484.826904,2471.304932,2497.75293,2498.943115,2516.090088,2470.523926
2011-09-15,2479.054932,2484.826904,2471.304932,2497.75293,2498.943115,2516.090088
2011-09-16,2482.343018,2479.054932,2484.826904,2471.304932,2497.75293,2498.943115
2011-09-19,2437.794922,2482.343018,2479.054932,2484.826904,2471.304932,2497.75293
2011-09-20,2447.754883,2437.794922,2482.343018,2479.054932,2484.826904,2471.304932
2011-09-21,2512.962891,2447.754883,2437.794922,2482.343018,2479.054932,2484.826904
2011-09-22,2443.055908,2512.962891,2447.754883,2437.794922,2482.343018,2479.054932
2011-09-23,2433.158936,2443.055908,2512.962891,2447.754883,2437.794922,2482.343018
2011-09-26,2393.183105,2433.158936,2443.055908,2512.962891,2447.754883,2437.794922
2011-09-27,2415.053955,2393.183105,2433.158936,2443.055908,2512.962891,2447.754883
2011-09-28,2392.062012,2415.053955,2393.183105,2433.158936,2443.055908,2512.962891
2011-09-29,2365.343018,2392.062012,2415.053955,2393.183105,2433.158936,2443.055908
2011-09-30,2359.218994,2365.343018,2392.062012,2415.053955,2393.183105,2433.158936
2011-10-10,2344.787109,2359.218994,2365.343018,2392.062012,2415.053955,2393.183105
2011-10-11,2348.516113,2344.787109,2359.218994,2365.343018,2392.062012,2415.053955
2011-10-12,2420.0,2348.516113,2344.787109,2359.218994,2365.343018,2392.062012
2011-10-13,2438.790039,2420.0,2348.516113,2344.787109,2359.218994,2365.343018
2011-10-14,2431.375,2438.790039,2420.0,2348.516113,2344.787109,2359.218994
2011-10-17,2440.4021,2431.375,2438.790039,2420.0,2348.516113,2344.787109
2011-10-18,2383.485107,2440.4021,2431.375,2438.790039,2420.0,2348.516113
2011-10-19,2377.511963,2383.485107,2440.4021,2431.375,2438.790039,2420.0
2011-10-20,2331.365967,2377.511963,2383.485107,2440.4021,2431.375,2438.790039
2011-10-21,2317.274902,2331.365967,2377.511963,2383.485107,2440.4021,2431.375
2011-10-24,2370.333008,2317.274902,2331.365967,2377.511963,2383.485107,2440.4021
2011-10-25,2409.672119,2370.333008,2317.274902,2331.365967,2377.511963,2383.485107
2011-10-26,2427.47998,2409.672119,2370.333008,2317.274902,2331.365967,2377.511963
2011-10-27,2435.61499,2427.47998,2409.672119,2370.333008,2317.274902,2331.365967
2011-10-28,2473.409912,2435.61499,2427.47998,2409.672119,2370.333008,2317.274902
2011-10-31,2468.25,2473.409912,2435.61499,2427.47998,2409.672119,2370.333008
2011-11-01,2470.019043,2468.25,2473.409912,2435.61499,2427.47998,2409.672119
2011-11-02,2504.10791,2470.019043,2468.25,2473.409912,2435.61499,2427.47998
2011-11-03,2508.090088,2504.10791,2470.019043,2468.25,2473.409912,2435.61499
2011-11-04,2528.293945,2508.090088,2504.10791,2470.019043,2468.25,2473.409912
2011-11-07,2509.799072,2528.293945,2508.090088,2504.10791,2470.019043,2468.25
2011-11-08,2503.835938,2509.799072,2528.293945,2508.090088,2504.10791,2470.019043
2011-11-09,2524.918945,2503.835938,2509.799072,2528.293945,2508.090088,2504.10791
2011-11-10,2479.535889,2524.918945,2503.835938,2509.799072,2528.293945,2508.090088
2011-11-11,2481.083984,2479.535889,2524.918945,2503.835938,2509.799072,2528.293945
2011-11-14,2528.714111,2481.083984,2479.535889,2524.918945,2503.835938,2509.799072
2011-11-15,2529.760986,2528.714111,2481.083984,2479.535889,2524.918945,2503.835938
2011-11-16,2466.958984,2529.760986,2528.714111,2481.083984,2479.535889,2524.918945
2011-11-17,2463.045898,2466.958984,2529.760986,2528.714111,2481.083984,2479.535889
2011-11-18,2416.562012,2463.045898,2466.958984,2529.760986,2528.714111,2481.083984
2011-11-21,2415.129883,2416.562012,2463.045898,2466.958984,2529.760986,2528.714111
2011-11-22,2412.625,2415.129883,2416.562012,2463.045898,2466.958984,2529.760986
2011-11-23,2395.063965,2412.625,2415.129883,2416.562012,2463.045898,2466.958984
2011-11-24,2397.553955,2395.063965,2412.625,2415.129883,2416.562012,2463.045898
2011-11-25,2380.224121,2397.553955,2395.063965,2412.625,2415.129883,2416.562012
2011-11-28,2383.033936,2380.224121,2397.553955,2395.063965,2412.625,2415.129883
2011-11-29,2412.393066,2383.033936,2380.224121,2397.553955,2395.063965,2412.625
2011-11-30,2333.414063,2412.393066,2383.033936,2380.224121,2397.553955,2395.063965
2011-12-01,2386.860107,2333.414063,2412.393066,2383.033936,2380.224121,2397.553955
2011-12-02,2360.664063,2386.860107,2333.414063,2412.393066,2383.033936,2380.224121
2011-12-05,2333.229004,2360.664063,2386.860107,2333.414063,2412.393066,2383.033936
2011-12-06,2325.905029,2333.229004,2360.664063,2386.860107,2333.414063,2412.393066
2011-12-07,2332.72998,2325.905029,2333.229004,2360.664063,2386.860107,2333.414063
2011-12-08,2329.820068,2332.72998,2325.905029,2333.229004,2360.664063,2386.860107
2011-12-09,2315.27002,2329.820068,2332.72998,2325.905029,2333.229004,2360.664063
2011-12-12,2291.544922,2315.27002,2329.820068,2332.72998,2325.905029,2333.229004
2011-12-13,2248.590088,2291.544922,2315.27002,2329.820068,2332.72998,2325.905029
2011-12-14,2228.524902,2248.590088,2291.544922,2315.27002,2329.820068,2332.72998
2011-12-15,2180.89502,2228.524902,2248.590088,2291.544922,2315.27002,2329.820068
2011-12-16,2224.840088,2180.89502,2228.524902,2248.590088,2291.544922,2315.27002
2011-12-19,2218.235107,2224.840088,2180.89502,2228.524902,2248.590088,2291.544922
2011-12-20,2215.929932,2218.235107,2224.840088,2180.89502,2228.524902,2248.590088
2011-12-21,2191.147949,2215.929932,2218.235107,2224.840088,2180.89502,2228.524902
2011-12-22,2186.295898,2191.147949,2215.929932,2218.235107,2224.840088,2180.89502
2011-12-23,2204.783936,2186.295898,2191.147949,2215.929932,2218.235107,2224.840088
2011-12-26,2190.110107,2204.783936,2186.295898,2191.147949,2215.929932,2218.235107
2011-12-27,2166.205078,2190.110107,2204.783936,2186.295898,2191.147949,2215.929932
2011-12-28,2170.012939,2166.205078,2190.110107,2204.783936,2186.295898,2191.147949
2011-12-29,2173.561035,2170.012939,2166.205078,2190.110107,2204.783936,2186.295898
2011-12-30,2199.416992,2173.561035,2170.012939,2166.205078,2190.110107,2204.783936
2012-01-04,2169.389893,2199.416992,2173.561035,2170.012939,2166.205078,2190.110107
2012-01-05,2148.451904,2169.389893,2199.416992,2173.561035,2170.012939,2166.205078
2012-01-06,2163.39502,2148.451904,2169.389893,2199.416992,2173.561035,2170.012939
2012-01-09,2225.889893,2163.39502,2148.451904,2169.389893,2199.416992,2173.561035
2012-01-10,2285.743896,2225.889893,2163.39502,2148.451904,2169.389893,2199.416992
2012-01-11,2276.045898,2285.743896,2225.889893,2163.39502,2148.451904,2169.389893
2012-01-12,2275.01001,2276.045898,2285.743896,2225.889893,2163.39502,2148.451904
2012-01-13,2244.580078,2275.01001,2276.045898,2285.743896,2225.889893,2163.39502
2012-01-16,2206.193115,2244.580078,2275.01001,2276.045898,2285.743896,2225.889893
2012-01-17,2298.375,2206.193115,2244.580078,2275.01001,2276.045898,2285.743896
2012-01-18,2266.384033,2298.375,2206.193115,2244.580078,2275.01001,2276.045898
2012-01-19,2296.074951,2266.384033,2298.375,2206.193115,2244.580078,2275.01001
2012-01-20,2319.11792,2296.074951,2266.384033,2298.375,2206.193115,2244.580078
2012-01-30,2285.038086,2319.11792,2296.074951,2266.384033,2298.375,2206.193115
2012-01-31,2292.610107,2285.038086,2319.11792,2296.074951,2266.384033,2298.375
2012-02-01,2268.080078,2292.610107,2285.038086,2319.11792,2296.074951,2266.384033
2012-02-02,2312.555908,2268.080078,2292.610107,2285.038086,2319.11792,2296.074951
2012-02-03,2330.405029,2312.555908,2268.080078,2292.610107,2285.038086,2319.11792
2012-02-06,2331.135986,2330.405029,2312.555908,2268.080078,2292.610107,2285.038086
2012-02-07,2291.9021,2331.135986,2330.405029,2312.555908,2268.080078,2292.610107
2012-02-08,2347.530029,2291.9021,2331.135986,2330.405029,2312.555908,2268.080078
2012-02-09,2349.589111,2347.530029,2291.9021,2331.135986,2330.405029,2312.555908
2012-02-10,2351.980957,2349.589111,2347.530029,2291.9021,2331.135986,2330.405029
2012-02-13,2351.854004,2351.980957,2349.589111,2347.530029,2291.9021,2331.135986
2012-02-14,2344.770996,2351.854004,2351.980957,2349.589111,2347.530029,2291.9021
2012-02-15,2366.701904,2344.770996,2351.854004,2351.980957,2349.589111,2347.530029
2012-02-16,2356.860107,2366.701904,2344.770996,2351.854004,2351.980957,2349.589111
2012-02-17,2357.180908,2356.860107,2366.701904,2344.770996,2351.854004,2351.980957
2012-02-20,2363.596924,2357.180908,2356.860107,2366.701904,2344.770996,2351.854004
2012-02-21,2381.429932,2363.596924,2357.180908,2356.860107,2366.701904,2344.770996
2012-02-22,2403.586914,2381.429932,2363.596924,2357.180908,2356.860107,2366.701904
2012-02-23,2409.553955,2403.586914,2381.429932,2363.596924,2357.180908,2356.860107
2012-02-24,2439.626953,2409.553955,2403.586914,2381.429932,2363.596924,2357.180908
2012-02-27,2447.056885,2439.626953,2409.553955,2403.586914,2381.429932,2363.596924
2012-02-28,2451.856934,2447.056885,2439.626953,2409.553955,2403.586914,2381.429932
2012-02-29,2428.487061,2451.856934,2447.056885,2439.626953,2409.553955,2403.586914
2012-03-01,2426.11499,2428.487061,2451.856934,2447.056885,2439.626953,2409.553955
2012-03-02,2460.693115,2426.11499,2428.487061,2451.856934,2447.056885,2439.626953
2012-03-05,2445.001953,2460.693115,2426.11499,2428.487061,2451.856934,2447.056885
2012-03-06,2410.445068,2445.001953,2460.693115,2426.11499,2428.487061,2451.856934
2012-03-07,2394.793945,2410.445068,2445.001953,2460.693115,2426.11499,2428.487061
2012-03-08,2420.275879,2394.793945,2410.445068,2445.001953,2460.693115,2426.11499
2012-03-09,2439.461914,2420.275879,2394.793945,2410.445068,2445.001953,2460.693115
2012-03-12,2434.85791,2439.461914,2420.275879,2394.793945,2410.445068,2445.001953
2012-03-13,2455.793945,2434.85791,2439.461914,2420.275879,2394.793945,2410.445068
2012-03-14,2391.22998,2455.793945,2434.85791,2439.461914,2420.275879,2394.793945
2012-03-15,2373.773926,2391.22998,2455.793945,2434.85791,2439.461914,2420.275879
2012-03-16,2404.736084,2373.773926,2391.22998,2455.793945,2434.85791,2439.461914
2012-03-19,2410.184082,2404.736084,2373.773926,2391.22998,2455.793945,2434.85791
2012-03-20,2376.839111,2410.184082,2404.736084,2373.773926,2391.22998,2455.793945
2012-03-21,2378.195068,2376.839111,2410.184082,2404.736084,2373.773926,2391.22998
2012-03-22,2375.771973,2378.195068,2376.839111,2410.184082,2404.736084,2373.773926
2012-03-23,2349.539063,2375.771973,2378.195068,2376.839111,2410.184082,2404.736084
2012-03-26,2350.599121,2349.539063,2375.771973,2378.195068,2376.839111,2410.184082
2012-03-27,2347.178955,2350.599121,2349.539063,2375.771973,2378.195068,2376.839111
2012-03-28,2284.881104,2347.178955,2350.599121,2349.539063,2375.771973,2378.195068
2012-03-29,2252.159912,2284.881104,2347.178955,2350.599121,2349.539063,2375.771973
2012-03-30,2262.788086,2252.159912,2284.881104,2347.178955,2350.599121,2349.539063
2012-04-05,2302.240967,2262.788086,2252.159912,2284.881104,2347.178955,2350.599121
2012-04-06,2306.552002,2302.240967,2262.788086,2252.159912,2284.881104,2347.178955
2012-04-09,2285.7771,2306.552002,2302.240967,2262.788086,2252.159912,2284.881104
2012-04-10,2305.863037,2285.7771,2306.552002,2302.240967,2262.788086,2252.159912
2012-04-11,2308.925049,2305.863037,2285.7771,2306.552002,2302.240967,2262.788086
2012-04-12,2350.864014,2308.925049,2305.863037,2285.7771,2306.552002,2302.240967
2012-04-13,2359.160889,2350.864014,2308.925049,2305.863037,2285.7771,2306.552002
2012-04-16,2357.025879,2359.160889,2350.864014,2308.925049,2305.863037,2285.7771
2012-04-17,2334.985107,2357.025879,2359.160889,2350.864014,2308.925049,2305.863037
2012-04-18,2380.8479,2334.985107,2357.025879,2359.160889,2350.864014,2308.925049
2012-04-19,2378.634033,2380.8479,2334.985107,2357.025879,2359.160889,2350.864014
2012-04-20,2406.863037,2378.634033,2380.8479,2334.985107,2357.025879,2359.160889
2012-04-23,2388.587891,2406.863037,2378.634033,2380.8479,2334.985107,2357.025879
2012-04-24,2388.833984,2388.587891,2406.863037,2378.634033,2380.8479,2334.985107
2012-04-25,2406.812988,2388.833984,2388.587891,2406.863037,2378.634033,2380.8479
2012-04-26,2404.697021,2406.812988,2388.833984,2388.587891,2406.863037,2378.634033
2012-04-27,2396.315918,2404.697021,2406.812988,2388.833984,2388.587891,2406.863037
2012-05-02,2438.436035,2396.315918,2404.697021,2406.812988,2388.833984,2388.587891
2012-05-03,2440.080078,2438.436035,2396.315918,2404.697021,2406.812988,2388.833984
2012-05-04,2452.013916,2440.080078,2438.436035,2396.315918,2404.697021,2406.812988
2012-05-07,2451.947021,2452.013916,2440.080078,2438.436035,2396.315918,2404.697021
2012-05-08,2448.884033,2451.947021,2452.013916,2440.080078,2438.436035,2396.315918
2012-05-09,2408.585938,2448.884033,2451.947021,2452.013916,2440.080078,2438.436035
2012-05-10,2410.229004,2408.585938,2448.884033,2451.947021,2452.013916,2440.080078
2012-05-11,2394.981934,2410.229004,2408.585938,2448.884033,2451.947021,2452.013916
2012-05-14,2380.725098,2394.981934,2410.229004,2408.585938,2448.884033,2451.947021
2012-05-15,2374.843018,2380.725098,2394.981934,2410.229004,2408.585938,2448.884033
2012-05-16,2346.191895,2374.843018,2380.725098,2394.981934,2410.229004,2408.585938
2012-05-17,2378.885986,2346.191895,2374.843018,2380.725098,2394.981934,2410.229004
2012-05-18,2344.520996,2378.885986,2346.191895,2374.843018,2380.725098,2394.981934
2012-05-21,2348.300049,2344.520996,2378.885986,2346.191895,2374.843018,2380.725098
2012-05-22,2373.305908,2348.300049,2344.520996,2378.885986,2346.191895,2374.843018
2012-05-23,2363.437012,2373.305908,2348.300049,2344.520996,2378.885986,2346.191895
2012-05-24,2350.9729,2363.437012,2373.305908,2348.300049,2344.520996,2378.885986
2012-05-25,2333.552979,2350.9729,2363.437012,2373.305908,2348.300049,2344.520996
2012-05-28,2361.366943,2333.552979,2350.9729,2363.437012,2373.305908,2348.300049
2012-05-29,2389.635986,2361.366943,2333.552979,2350.9729,2363.437012,2373.305908
2012-05-30,2384.667969,2389.635986,2361.366943,2333.552979,2350.9729,2363.437012
2012-05-31,2372.233887,2384.667969,2389.635986,2361.366943,2333.552979,2350.9729
2012-06-01,2373.436035,2372.233887,2384.667969,2389.635986,2361.366943,2333.552979
2012-06-04,2308.550049,2373.436035,2372.233887,2384.667969,2389.635986,2361.366943
2012-06-05,2311.916016,2308.550049,2373.436035,2372.233887,2384.667969,2389.635986
2012-06-06,2309.554932,2311.916016,2308.550049,2373.436035,2372.233887,2384.667969
2012-06-07,2293.129883,2309.554932,2311.916016,2308.550049,2373.436035,2372.233887
2012-06-08,2281.447021,2293.129883,2309.554932,2311.916016,2308.550049,2373.436035
2012-06-11,2305.855957,2281.447021,2293.129883,2309.554932,2311.916016,2308.550049
2012-06-12,2289.791016,2305.855957,2281.447021,2293.129883,2309.554932,2311.916016
2012-06-13,2318.924072,2289.791016,2305.855957,2281.447021,2293.129883,2309.554932
2012-06-14,2295.946045,2318.924072,2289.791016,2305.855957,2281.447021,2293.129883
2012-06-15,2306.850098,2295.946045,2318.924072,2289.791016,2305.855957,2281.447021
2012-06-18,2316.052002,2306.850098,2295.946045,2318.924072,2289.791016,2305.855957
2012-06-19,2300.794922,2316.052002,2306.850098,2295.946045,2318.924072,2289.791016
2012-06-20,2292.876953,2300.794922,2316.052002,2306.850098,2295.946045,2318.924072
2012-06-21,2260.876953,2292.876953,2300.794922,2316.052002,2306.850098,2295.946045
2012-06-25,2224.114014,2260.876953,2292.876953,2300.794922,2316.052002,2306.850098
2012-06-26,2222.066895,2224.114014,2260.876953,2292.876953,2300.794922,2316.052002
2012-06-27,2216.934082,2222.066895,2224.114014,2260.876953,2292.876953,2300.794922
2012-06-28,2195.843018,2216.934082,2222.066895,2224.114014,2260.876953,2292.876953
2012-06-29,2225.429932,2195.843018,2216.934082,2222.066895,2224.114014,2260.876953
2012-07-02,2226.110107,2225.429932,2195.843018,2216.934082,2222.066895,2224.114014
2012-07-03,2229.191895,2226.110107,2225.429932,2195.843018,2216.934082,2222.066895
2012-07-04,2227.314941,2229.191895,2226.110107,2225.429932,2195.843018,2216.934082
2012-07-05,2201.353027,2227.314941,2229.191895,2226.110107,2225.429932,2195.843018
2012-07-06,2223.579102,2201.353027,2227.314941,2229.191895,2226.110107,2225.429932
2012-07-09,2170.813965,2223.579102,2201.353027,2227.314941,2229.191895,2226.110107
2012-07-10,2164.437988,2170.813965,2223.579102,2201.353027,2227.314941,2229.191895
2012-07-11,2175.383057,2164.437988,2170.813965,2223.579102,2201.353027,2227.314941
2012-07-12,2185.490967,2175.383057,2164.437988,2170.813965,2223.579102,2201.353027
2012-07-13,2185.89502,2185.490967,2175.383057,2164.437988,2170.813965,2223.579102
2012-07-16,2147.955078,2185.89502,2185.490967,2175.383057,2164.437988,2170.813965
2012-07-17,2161.186035,2147.955078,2185.89502,2185.490967,2175.383057,2164.437988
2012-07-18,2169.099121,2161.186035,2147.955078,2185.89502,2185.490967,2175.383057
2012-07-19,2184.841064,2169.099121,2161.186035,2147.955078,2185.89502,2185.490967
2012-07-20,2168.637939,2184.841064,2169.099121,2161.186035,2147.955078,2185.89502
2012-07-23,2141.4021,2168.637939,2184.841064,2169.099121,2161.186035,2147.955078
2012-07-24,2146.587891,2141.4021,2168.637939,2184.841064,2169.099121,2161.186035
2012-07-25,2136.150879,2146.587891,2141.4021,2168.637939,2184.841064,2169.099121
2012-07-26,2126.003906,2136.150879,2146.587891,2141.4021,2168.637939,2184.841064
2012-07-27,2128.764893,2126.003906,2136.150879,2146.587891,2141.4021,2168.637939
2012-07-30,2109.914063,2128.764893,2126.003906,2136.150879,2146.587891,2141.4021
2012-07-31,2103.63501,2109.914063,2128.764893,2126.003906,2136.150879,2146.587891
2012-08-01,2123.360107,2103.63501,2109.914063,2128.764893,2126.003906,2136.150879
2012-08-02,2111.181885,2123.360107,2103.63501,2109.914063,2128.764893,2126.003906
2012-08-03,2132.795898,2111.181885,2123.360107,2103.63501,2109.914063,2128.764893
2012-08-06,2154.916016,2132.795898,2111.181885,2123.360107,2103.63501,2109.914063
2012-08-07,2157.620117,2154.916016,2132.795898,2111.181885,2123.360107,2103.63501
2012-08-08,2160.98999,2157.620117,2154.916016,2132.795898,2111.181885,2123.360107
2012-08-09,2174.102051,2160.98999,2157.620117,2154.916016,2132.795898,2111.181885
2012-08-10,2168.813965,2174.102051,2160.98999,2157.620117,2154.916016,2132.795898
2012-08-13,2136.077881,2168.813965,2174.102051,2160.98999,2157.620117,2154.916016
2012-08-14,2142.523926,2136.077881,2168.813965,2174.102051,2160.98999,2157.620117
2012-08-15,2118.945068,2142.523926,2136.077881,2168.813965,2174.102051,2160.98999
2012-08-16,2112.197021,2118.945068,2142.523926,2136.077881,2168.813965,2174.102051
2012-08-17,2114.891113,2112.197021,2118.945068,2142.523926,2136.077881,2168.813965
2012-08-20,2106.957031,2114.891113,2112.197021,2118.945068,2142.523926,2136.077881
2012-08-21,2118.268066,2106.957031,2114.891113,2112.197021,2118.945068,2142.523926
2012-08-22,2107.710938,2118.268066,2106.957031,2114.891113,2112.197021,2118.945068
2012-08-23,2113.072021,2107.710938,2118.268066,2106.957031,2114.891113,2112.197021
2012-08-24,2092.104004,2113.072021,2107.710938,2118.268066,2106.957031,2114.891113
2012-08-27,2055.708008,2092.104004,2113.072021,2107.710938,2118.268066,2106.957031
2012-08-28,2073.154053,2055.708008,2092.104004,2113.072021,2107.710938,2118.268066
2012-08-29,2053.235107,2073.154053,2055.708008,2092.104004,2113.072021,2107.710938
2012-08-30,2052.584961,2053.235107,2073.154053,2055.708008,2092.104004,2113.072021
2012-08-31,2047.521973,2052.584961,2053.235107,2073.154053,2055.708008,2092.104004
2012-09-03,2059.146973,2047.521973,2052.584961,2053.235107,2073.154053,2055.708008
2012-09-04,2043.649048,2059.146973,2047.521973,2052.584961,2053.235107,2073.154053
2012-09-05,2037.68103,2043.649048,2059.146973,2047.521973,2052.584961,2053.235107
2012-09-06,2051.917969,2037.68103,2043.649048,2059.146973,2047.521973,2052.584961
2012-09-07,2127.761963,2051.917969,2037.68103,2043.649048,2059.146973,2047.521973
2012-09-10,2134.893066,2127.761963,2051.917969,2037.68103,2043.649048,2059.146973
2012-09-11,2120.553955,2134.893066,2127.761963,2051.917969,2037.68103,2043.649048
2012-09-12,2126.553955,2120.553955,2134.893066,2127.761963,2051.917969,2037.68103
2012-09-13,2110.378906,2126.553955,2120.553955,2134.893066,2127.761963,2051.917969
2012-09-14,2123.846924,2110.378906,2126.553955,2120.553955,2134.893066,2127.761963
2012-09-17,2078.5,2123.846924,2110.378906,2126.553955,2120.553955,2134.893066
2012-09-18,2059.542969,2078.5,2123.846924,2110.378906,2126.553955,2120.553955
2012-09-19,2067.831055,2059.542969,2078.5,2123.846924,2110.378906,2126.553955
2012-09-20,2024.837036,2067.831055,2059.542969,2078.5,2123.846924,2110.378906
2012-09-21,2026.689941,2024.837036,2067.831055,2059.542969,2078.5,2123.846924
2012-09-24,2033.192017,2026.689941,2024.837036,2067.831055,2059.542969,2078.5
2012-09-25,2029.292969,2033.192017,2026.689941,2024.837036,2067.831055,2059.542969
2012-09-26,2004.171997,2029.292969,2033.192017,2026.689941,2024.837036,2067.831055
2012-09-27,2056.322998,2004.171997,2029.292969,2033.192017,2026.689941,2024.837036
2012-09-28,2086.168945,2056.322998,2004.171997,2029.292969,2033.192017,2026.689941
2012-10-08,2074.418945,2086.168945,2056.322998,2004.171997,2029.292969,2033.192017
2012-10-09,2115.229004,2074.418945,2086.168945,2056.322998,2004.171997,2029.292969
2012-10-10,2119.941895,2115.229004,2074.418945,2086.168945,2056.322998,2004.171997
2012-10-11,2102.86792,2119.941895,2115.229004,2074.418945,2086.168945,2056.322998
2012-10-12,2104.931885,2102.86792,2119.941895,2115.229004,2074.418945,2086.168945
